√од;јтлет(ы);¬ид спорта;ƒисциплина;ћесто;ћедаль
2012;Dauren Zhumagaziyev;Wrestling;Lightweight, Freestyle, Men;12;Ч
2012;Akzhurek Tanatarov;Wrestling;Welterweight, Freestyle, Men;=3;Ѕронза
2012;Abdulkhakim Shapiyev;Wrestling;Middleweight, Freestyle, Men;9;Ч
2012;Yermek Bayduashov;Wrestling;Light-Heavyweight, Freestyle, Men;19;Ч
2012;Taymuraz Tigiyev;Wrestling;Heavyweight, Freestyle, Men;=14;Ч
2012;Daulet Shabanbay;Wrestling;Super-Heavyweight, Freestyle, Men;=3;Ѕронза
2012;Zhuldyz Eshimova;Wrestling;Flyweight, Freestyle, Women;15;Ч
2012;Yelena Shalygina;Wrestling;Middleweight, Freestyle, Women;15;Ч
2012;Gyuzel Manyurova;Wrestling;Heavyweight, Freestyle, Women;=3;Ѕронза
2014;Igor Zakurdayev;Alpine Skiing;Downhill, Men;33;Ч
2014;Martin Khuber;Alpine Skiing;Downhill, Men;42;Ч
2014;Dmitry Koshkin;Alpine Skiing;Downhill, Men;43;Ч
2014;Dmitry Koshkin;Alpine Skiing;Super G, Men;30;Ч
2014;Martin Khuber;Alpine Skiing;Super G, Men;40;Ч
2014;Igor Zakurdayev;Alpine Skiing;Super G, Men;44;Ч
2014;Igor Zakurdayev;Alpine Skiing;Combined, Men;26;Ч
2014;Martin Khuber;Alpine Skiing;Combined, Men;33;Ч
2014;Yan Savitsky;Biathlon;10 kilometres Sprint, Men;42;Ч
2014;Sergey Naumik;Biathlon;10 kilometres Sprint, Men;57;Ч
2014;Anton Pantov;Biathlon;10 kilometres Sprint, Men;78;Ч
2014;Dias Keneshev;Biathlon;10 kilometres Sprint, Men;85;Ч
2014;Yan Savitsky;Biathlon;12.5 kilometres Pursuit, Men;28;Ч
2014;Sergey Naumik;Biathlon;12.5 kilometres Pursuit, Men;56;Ч
2014;Yan Savitsky;Biathlon;20 kilometres, Men;20;Ч
2014;Anton Pantov;Biathlon;20 kilometres, Men;27;Ч
2014;Sergey Naumik;Biathlon;20 kilometres, Men;74;Ч
2014;Aleksandr Trifonov;Biathlon;20 kilometres, Men;83;Ч
2014;Anton Pantov;Biathlon;4 ? 7.5 kilometres Relay, Men;Ч;Ч
2014;Sergey Naumik;Biathlon;4 ? 7.5 kilometres Relay, Men;Ч;Ч
2014;Aleksandr Trifonov;Biathlon;4 ? 7.5 kilometres Relay, Men;Ч;Ч
2014;Dias Keneshev;Biathlon;4 ? 7.5 kilometres Relay, Men;Ч;Ч
2014;Yelena Khrustalyova;Biathlon;7.5 kilometres Sprint, Women;56;Ч
2014;Darya Usanova;Biathlon;7.5 kilometres Sprint, Women;57;Ч
2014;Galina Vishnevskaya;Biathlon;7.5 kilometres Sprint, Women;63;Ч
2014;Marina Lebedeva;Biathlon;7.5 kilometres Sprint, Women;72;Ч
2014;Yelena Khrustalyova;Biathlon;10 kilometres Pursuit, Women;36;Ч
2014;Darya Usanova;Biathlon;10 kilometres Pursuit, Women;40;Ч
2014;Darya Usanova;Biathlon;15 kilometres, Women;39;Ч
2014;Galina Vishnevskaya;Biathlon;15 kilometres, Women;40;Ч
2014;Yelena Khrustalyova;Biathlon;15 kilometres, Women;46;Ч
2014;Alina Raykova;Biathlon;15 kilometres, Women;63;Ч
2014; омандное соревнование;Biathlon;4 ? 6 kilometres Relay, Women;11;Ч
2014;Galina Vishnevskaya;Biathlon;4 ? 6 kilometres Relay, Women;Ч;Ч
2014;Yelena Khrustalyova;Biathlon;4 ? 6 kilometres Relay, Women;Ч;Ч
2014;Darya Usanova;Biathlon;4 ? 6 kilometres Relay, Women;Ч;Ч
2014;Marina Lebedeva;Biathlon;4 ? 6 kilometres Relay, Women;Ч;Ч
2014; омандное соревнование;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;13;Ч
2014;Yelena Khrustalyova;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;Ч;Ч
2014;Darya Usanova;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;Ч;Ч
2014;Sergey Naumik;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;Ч;Ч
2014;Anton Pantov;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;Ч;Ч
2014;Nikolay Chebotko;Cross Country Skiing;Sprint, Men;25;Ч
2014;Roman Ragozin;Cross Country Skiing;Sprint, Men;33;Ч
2014;Denis Volotka;Cross Country Skiing;Sprint, Men;58;Ч
2014;Aleksey Poltoranin;Cross Country Skiing;15 kilometres, Men;9;Ч
2014;Nikolay Chebotko;Cross Country Skiing;15 kilometres, Men;33;Ч
2014;Yevgeny Velichko;Cross Country Skiing;15 kilometres, Men;34;Ч
2014;Yerdos Akhmadiyev;Cross Country Skiing;15 kilometres, Men;54;Ч
2014;Mark Starostin;Cross Country Skiing;50 kilometres, Men;34;Ч
2014;Yerdos Akhmadiyev;Cross Country Skiing;50 kilometres, Men;48;Ч
2014;Sergey Cherepanov;Cross Country Skiing;50 kilometres, Men;54;Ч
2014;Yevgeny Velichko;Cross Country Skiing;50 kilometres, Men;55;Ч
2014;Aleksey Poltoranin;Cross Country Skiing;30 kilometres Skiathlon, Men;15;Ч
2014;Yevgeny Velichko;Cross Country Skiing;30 kilometres Skiathlon, Men;31;Ч
2014;Sergey Cherepanov;Cross Country Skiing;30 kilometres Skiathlon, Men;48;Ч
2014;Mark Starostin;Cross Country Skiing;30 kilometres Skiathlon, Men;55;Ч
2014; омандное соревнование;Cross Country Skiing;4 ? 10 kilometres Relay, Men;13;Ч
2014;Denis Volotka;Cross Country Skiing;4 ? 10 kilometres Relay, Men;Ч;Ч
2014;Sergey Cherepanov;Cross Country Skiing;4 ? 10 kilometres Relay, Men;Ч;Ч
2014;Yevgeny Velichko;Cross Country Skiing;4 ? 10 kilometres Relay, Men;Ч;Ч
2014;Mark Starostin;Cross Country Skiing;4 ? 10 kilometres Relay, Men;Ч;Ч
2014; омандное соревнование;Cross Country Skiing;Team Sprint, Men;8;Ч
2014;Nikolay Chebotko;Cross Country Skiing;Team Sprint, Men;Ч;Ч
2014;Aleksey Poltoranin;Cross Country Skiing;Team Sprint, Men;Ч;Ч
2014;Yelena Kolomina;Cross Country Skiing;Sprint, Women;45;Ч
2014;Tatyana Osipova;Cross Country Skiing;Sprint, Women;56;Ч
2014;Yelena Kolomina;Cross Country Skiing;10 kilometres, Women;33;Ч
2014;Anastasiya Slonova;Cross Country Skiing;10 kilometres, Women;43;Ч
2014;Tatyana Osipova;Cross Country Skiing;10 kilometres, Women;49;Ч
2014;Yelena Kolomina;Cross Country Skiing;30 kilometres, Women;45;Ч
2014;Tatyana Osipova;Cross Country Skiing;30 kilometres, Women;48;Ч
2014;Yelena Kolomina;Cross Country Skiing;15 kilometres Skiathlon, Women;38;Ч
2014;Anastasiya Slonova;Cross Country Skiing;15 kilometres Skiathlon, Women;39;Ч
2014;Tatyana Osipova;Cross Country Skiing;15 kilometres Skiathlon, Women;55;Ч
2014; омандное соревнование;Cross Country Skiing;Team Sprint, Women;15;Ч
2014;Yelena Kolomina;Cross Country Skiing;Team Sprint, Women;Ч;Ч
2014;Anastasiya Slonova;Cross Country Skiing;Team Sprint, Women;Ч;Ч
2014;Denis Ten;Figure Skating;Singles, Men;3;Ѕронза
2014;Abzal Rakhimgaliyev;Figure Skating;Singles, Men;22;Ч
2014;Dmitry Reykherd;Freestyle Skiing;Moguls, Men;5;Ч
2014;Pasha Kolmakov;Freestyle Skiing;Moguls, Men;10;Ч
2014;Dmitry Barmashov;Freestyle Skiing;Moguls, Men;26;Ч
2014;Sergey Berestovsky;Freestyle Skiing;Aerials, Men;17;Ч
2014;Baglan Inkarbek;Freestyle Skiing;Aerials, Men;19;Ч
2014;Yuliya Galysheva;Freestyle Skiing;Moguls, Women;7;Ч
2014;Darya Rybalova;Freestyle Skiing;Moguls, Women;28;Ч
2014;Zhanbota Aldabergenova;Freestyle Skiing;Aerials, Women;6;Ч
2014;Zhibek Arapbayeva;Freestyle Skiing;Aerials, Women;19;Ч
2014;Yelizaveta Aksyonova;Luge;Singles, Women;28;Ч
2014;Aydar Bekzhanov;Short Track Speed Skating;500 metres, Men;20;Ч
2014;Nurbergen Zhumagaziyev;Short Track Speed Skating;500 metres, Men;29;Ч
2014;Aydar Bekzhanov;Short Track Speed Skating;1,500 metres, Men;29;Ч
2014;Denis Nikisha;Short Track Speed Skating;1,500 metres, Men;31;Ч
2014; омандное соревнование;Short Track Speed Skating;5,000 metres Relay, Men;5;Ч
2014;Abzal Azhgaliyev;Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2014;Aydar Bekzhanov;Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2014;Denis Nikisha;Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2014;Nurbergen Zhumagaziyev;Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2014;Aslan Daumov (DNS);Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2014;Inna Simonova;Short Track Speed Skating;500 metres, Women;25;Ч
2014;Inna Simonova;Short Track Speed Skating;1,000 metres, Women;21;Ч
2014;Inna Simonova;Short Track Speed Skating;1,500 metres, Women;25;Ч
2014;Aleksey Pchelintsev;Ski Jumping;Normal Hill, Individual, Men;56;Ч
2014;Marat Zhaparov;Ski Jumping;Normal Hill, Individual, Men;59;Ч
2014;Aleksey Pchelintsev;Ski Jumping;Large Hill, Individual, Men;56;Ч
2014;Marat Zhaparov;Ski Jumping;Large Hill, Individual, Men;58;Ч
2014;Valeriya Tsoy;Snowboarding;Parallel Giant Slalom, Women;23;Ч
2014;Valeriya Tsoy;Snowboarding;Parallel Slalom, Women;32;Ч
2014;Roman Krech;Speed Skating;500 metres, Men;7;Ч
2014;Denis Kuzin;Speed Skating;1,000 metres, Men;7;Ч
2014;Roman Krech;Speed Skating;1,000 metres, Men;13;Ч
2014;Fyodor Mezentsev;Speed Skating;1,000 metres, Men;33;Ч
2014;Denis Kuzin;Speed Skating;1,500 metres, Men;9;Ч
2014;Dmitry Babenko;Speed Skating;1,500 metres, Men;30;Ч
2014;Aleksandr Zhigin;Speed Skating;1,500 metres, Men;34;Ч
2014;Fyodor Mezentsev;Speed Skating;1,500 metres, Men;35;Ч
2014;Dmitry Babenko;Speed Skating;5,000 metres, Men;15;Ч
2014;Dmitry Babenko;Speed Skating;10,000 metres, Men;12;Ч
2014;Yekaterina Aydova;Speed Skating;500 metres, Women;22;Ч
2014;Yekaterina Aydova;Speed Skating;1,000 metres, Women;19;Ч
2014;Yekaterina Aydova;Speed Skating;1,500 metres, Women;28;Ч
2016;Sultan Duzelbayev;Archery;Individual, Men;=17;Ч
2016;Luiza Saidiyeva;Archery;Individual, Women;=33;Ч
2016; омандное соревнование;Artistic Swimming;Duet, Women;15;Ч
2016;Aleksandra Nemich;Artistic Swimming;Duet, Women;Ч;Ч
2016;Yekaterina Nemich;Artistic Swimming;Duet, Women;Ч;Ч
2016;Mikhail Krasilov;Athletics;Marathon, Men;100;Ч
2016;Dmitry Koblov;Athletics;400 metres Hurdles, Men;6 h3 r1/3;Ч
2016;Georgy Sheyko;Athletics;20 kilometres Race Walk, Men;34;Ч
2016;Roman Valiyev;Athletics;Triple Jump, Men;AC r1/2;Ч
2016;Ivan Ivanov;Athletics;Shot Put, Men;33 r1/2;Ч
2016;Yevgeny Labutov;Athletics;Discus Throw, Men;31 r1/2;Ч
2016;Viktoriya Zyabkina;Athletics;100 metres, Women;5 h6 r2/4;Ч
2016;Olga Safronova;Athletics;100 metres, Women;5 h7 r2/4;Ч
2016;Rima Kashafutdinova;Athletics;100 metres, Women;7 h1 r2/4;Ч
2016;Olga Safronova;Athletics;200 metres, Women;4 h9 r1/3;Ч
2016;Viktoriya Zyabkina;Athletics;200 metres, Women;7 h6 r1/3;Ч
2016;Elina Mikhina;Athletics;400 metres, Women;6 h7 r1/3;Ч
2016;Anastasiya Kudinova;Athletics;400 metres, Women;DQ;Ч
2016;Margarita Mukashova;Athletics;800 metres, Women;5 h2 r1/3;Ч
2016;Irina Smolnikova;Athletics;Marathon, Women;122;Ч
2016;Gulzhanat Zhanatbek;Athletics;Marathon, Women;DNF;Ч
2016;Anastasiya Pilipenko;Athletics;100 metres Hurdles, Women;8 h3 r1/3;Ч
2016;Aleksandra Romanova;Athletics;400 metres Hurdles, Women;8 h6 r1/3;Ч
2016;Rima Kashafutdinova;Athletics;4 ? 100 metres Relay, Women;Ч;Ч
2016;Viktoriya Zyabkina;Athletics;4 ? 100 metres Relay, Women;Ч;Ч
2016;Yuliya Rakhmanova;Athletics;4 ? 100 metres Relay, Women;Ч;Ч
2016;Olga Safronova;Athletics;4 ? 100 metres Relay, Women;Ч;Ч
2016;Diana Aydosova;Athletics;20 kilometres Race Walk, Women;62;Ч
2016;Polina Repina;Athletics;20 kilometres Race Walk, Women;DQ;Ч
2016;Olga Rypakova;Athletics;Triple Jump, Women;3;Ѕронза
2016;Yekaterina Ektova;Athletics;Triple Jump, Women;29 r1/2;Ч
2016;Irina Ektova;Athletics;Triple Jump, Women;33 r1/2;Ч
2016;Mariya Telushkina;Athletics;Discus Throw, Women;32 r1/2;Ч
2016;Birzhan Zhakypov;Boxing;Light-Flyweight, Men;=5;Ч
2016;Olzhas Sattybayev;Boxing;Flyweight, Men;=9;Ч
2016;Kayrat Yeraliyev;Boxing;Bantamweight, Men;=9;Ч
2016;Berik Abdrakhmanov;Boxing;Lightweight, Men;=17;Ч
2016;Ablaykhan Zhusupov;Boxing;Light-Welterweight, Men;=17;Ч
2016;Daniyar Yeleusinov;Boxing;Welterweight, Men;1;«олото
2016;Zhanibek Alimkhanuly;Boxing;Middleweight, Men;=5;Ч
2016;Adilbek Niyazymbetov;Boxing;Light-Heavyweight, Men;2;—еребро
2016;Vasily Levit;Boxing;Heavyweight, Men;2;—еребро
2016;Ivan Dychko;Boxing;Super-Heavyweight, Men;=3;Ѕронза
2016;Zhayna Shekerbekova;Boxing;Flyweight, Women;=5;Ч
2016;Dariga Shakimova;Boxing;Middleweight, Women;=3;Ѕронза
2016;Yekaterina Smirnova;Canoe Slalom;Kayak Singles, Slalom, Women;19;Ч
2016;Aleksey Dergunov;Canoe Sprint;Kayak Singles, 200 metres, Men;21;Ч
2016;Ilya Golendov;Canoe Sprint;Kayak Singles, 1,000 metres, Men;18;Ч
2016; омандное соревнование;Canoe Sprint;Kayak Doubles, 200 metres, Men;12;Ч
2016;Sergey Tokarnitsky;Canoe Sprint;Kayak Doubles, 200 metres, Men;Ч;Ч
2016;Andrey Yerguchov;Canoe Sprint;Kayak Doubles, 200 metres, Men;Ч;Ч
2016; омандное соревнование;Canoe Sprint;Kayak Doubles, 1,000 metres, Men;11;Ч
2016;Yevgeny Alekseyev;Canoe Sprint;Kayak Doubles, 1,000 metres, Men;Ч;Ч
2016;Aleksey Dergunov;Canoe Sprint;Kayak Doubles, 1,000 metres, Men;Ч;Ч
2016; омандное соревнование;Canoe Sprint;Kayak Fours, 1,000 metres, Men;10;Ч
2016;Ilya Golendov;Canoe Sprint;Kayak Fours, 1,000 metres, Men;Ч;Ч
2016;Andrey Yerguchov;Canoe Sprint;Kayak Fours, 1,000 metres, Men;Ч;Ч
2016;Sergey Tokarnitsky;Canoe Sprint;Kayak Fours, 1,000 metres, Men;Ч;Ч
2016;Aleksandr Yemelyanov;Canoe Sprint;Kayak Fours, 1,000 metres, Men;Ч;Ч
2016;Timur Khaydarov;Canoe Sprint;Canadian Singles, 200 metres, Men;14;Ч
2016;Timur Khaydarov;Canoe Sprint;Canadian Singles, 1,000 metres, Men;18;Ч
2016;Inna Klinova;Canoe Sprint;Kayak Singles, 200 metres, Women;8;Ч
2016;Zoya Ananchenko;Canoe Sprint;Kayak Singles, 500 metres, Women;19;Ч
2016; омандное соревнование;Canoe Sprint;Kayak Doubles, 500 metres, Women;7;Ч
2016;Nataliya Sergeyeva;Canoe Sprint;Kayak Doubles, 500 metres, Women;Ч;Ч
2016;Irina Podoynikova;Canoe Sprint;Kayak Doubles, 500 metres, Women;Ч;Ч
2016; омандное соревнование;Canoe Sprint;Kayak Fours, 500 metres, Women;10;Ч
2016;Inna Klinova;Canoe Sprint;Kayak Fours, 500 metres, Women;Ч;Ч
2016;Irina Podoynikova;Canoe Sprint;Kayak Fours, 500 metres, Women;Ч;Ч
2016;Nataliya Sergeyeva;Canoe Sprint;Kayak Fours, 500 metres, Women;Ч;Ч
2016;Zoya Ananchenko;Canoe Sprint;Kayak Fours, 500 metres, Women;Ч;Ч
2016;Andrey Zeyts;Cycling Road;Road Race, Individual, Men;8;Ч
2016;Bakhtiyar Kozhatayev;Cycling Road;Road Race, Individual, Men;61;Ч
2016;Andrey Zeyts;Cycling Road;Individual Time Trial, Men;24;Ч
2016;Artyom Zakharov;Cycling Track;Omnium, Men;10;Ч
2016;Ilya Mokretsov;Fencing;Sabre, Individual, Men;24;Ч
2016;Yeldos Smetov;Judo;Extra-Lightweight, Men;2;—еребро
2016;Zhansay Smagulov;Judo;Half-Lightweight, Men;=17;Ч
2016;Didar Khamza;Judo;Lightweight, Men;=17;Ч
2016;Maksim Rakov;Judo;Half-Heavyweight, Men;=9;Ч
2016;Otgontsetseg Galbadrakhyn;Judo;Extra-Lightweight, Women;=3;Ѕронза
2016;Marian Urdabayeva;Judo;Half-Middleweight, Women;=17;Ч
2016;Vitaly Khudyakov;Marathon Swimming;10 kilometres Open Water, Men;DQ;Ч
2016;Pavel Ilyashenko;Modern Pentathlon;Individual, Men;35;Ч
2016;Yelena Potapenko;Modern Pentathlon;Individual, Women;9;Ч
2016;Sabina Ashirbayeva;Rhythmic Gymnastics;Individual, Women;12;Ч
2016;Vladislav Yakovlev;Rowing;Single Sculls, Men;31;Ч
2016;Svetlana Germanovich;Rowing;Single Sculls, Women;26;Ч
2016;Vladimir Isachenko;Shooting;Air Pistol, 10 metres, Men;23;Ч
2016;Rashid Yunusmetov;Shooting;Air Pistol, 10 metres, Men;40;Ч
2016;Rashid Yunusmetov;Shooting;Free Pistol, 50 metres, Men;13;Ч
2016;Vladimir Isachenko;Shooting;Free Pistol, 50 metres, Men;36;Ч
2016;Yury Yurkov;Shooting;Air Rifle, 10 metres, Men;44;Ч
2016;Yury Yurkov;Shooting;Small-Bore Rifle, Three Positions, 50 metres, Men;29;Ч
2016;Yury Yurkov;Shooting;Small-Bore Rifle, Prone, 50 metres, Men;25;Ч
2016;Yelizaveta Korol;Shooting;Air Rifle, 10 metres, Women;37;Ч
2016;Yelizaveta Korol;Shooting;Small-Bore Rifle, Three Positions, 50 metres, Women;26;Ч
2016;Mariya Dmitriyenko;Shooting;Trap, Women;8;Ч
2016;Dmitry Balandin;Swimming;100 metres Breaststroke, Men;8;Ч
2016;Dmitry Balandin;Swimming;200 metres Breaststroke, Men;1;«олото
2016;Yekaterina Rudenko;Swimming;100 metres Backstroke, Women;20;Ч
2016;Kirill Gerasimenko;Table Tennis;Singles, Men;=49;Ч
2016;Ruslan Zhaparov;Taekwondo;Heavyweight, Men;=7;Ч
2016;Aynur Yesbergenova;Taekwondo;Flyweight, Women;=11;Ч
2016;Zhansel Deniz;Taekwondo;Welterweight, Women;=11;Ч
2016;Yaroslava Shvedova;Tennis;Singles, Women;=33;Ч
2016;Yaroslava Shvedova;Tennis;Doubles, Women;Ч;Ч
2016;Galina Voskoboyeva;Tennis;Doubles, Women;Ч;Ч
2016;Pirmammad Aliyev;Trampolining;Individual, Men;12 r1/2;Ч
2016;Arli Chontey;Weightlifting;Bantamweight, Men;4;Ч
2016;Farkhad Kharki;Weightlifting;Featherweight, Men;3;Ѕронза
2016;Nidzhat Rakhimov;Weightlifting;Middleweight, Men;DQ;Ч
2016;Denis Ulanov;Weightlifting;Light-Heavyweight, Men;3;Ѕронза
2016;Aleksandr Zaychikov;Weightlifting;Heavyweight, Men;3;Ѕронза
2016;Margarita Yeliseyeva;Weightlifting;Flyweight, Women;5;Ч
2016;Karina Goricheva;Weightlifting;Middleweight, Women;3;Ѕронза
2016;Zhazira Zhapparkul;Weightlifting;Light-Heavyweight, Women;2;—еребро
2016;Almat Kebispayev;Wrestling;Featherweight, Greco-Roman, Men;7;Ч
2016;Doszhan Kartikov;Wrestling;Middleweight, Greco-Roman, Men;10;Ч
2016;Nurmakhan Tynaliyev;Wrestling;Super-Heavyweight, Greco-Roman, Men;14;Ч
2016;Nurislam Sanayev;Wrestling;Featherweight, Freestyle, Men;12;Ч
2016;Galymzhan Userbayev;Wrestling;Middleweight, Freestyle, Men;=5;Ч
2016;Aslan Kakhidze;Wrestling;Light-Heavyweight, Freestyle, Men;12;Ч
2016;Mamed Ibragimov;Wrestling;Heavyweight, Freestyle, Men;8;Ч
2016;Daulet Shabanbay;Wrestling;Super-Heavyweight, Freestyle, Men;17;Ч
2016;Zhuldyz Eshimova;Wrestling;Flyweight, Freestyle, Women;=5;Ч
2016;Yekaterina Larionova;Wrestling;Middleweight, Freestyle, Women;=3;Ѕронза
2016;Elmira Syzdykova;Wrestling;Light-Heavyweight, Freestyle, Women;=3;Ѕронза
2016;Gyuzel Manyurova;Wrestling;Heavyweight, Freestyle, Women;2;—еребро
2018;Igor Zakurdayev;Alpine Skiing;Downhill, Men;39;Ч
2018;Igor Zakurdayev;Alpine Skiing;Super G, Men;41;Ч
2018;Igor Zakurdayev;Alpine Skiing;Giant Slalom, Men;51;Ч
2018;Igor Zakurdayev;Alpine Skiing;Slalom, Men;DNF;Ч
2018;Igor Zakurdayev;Alpine Skiing;Combined, Men;31;Ч
2018;Mariya Grigorova;Alpine Skiing;Giant Slalom, Women;51;Ч
2018;Mariya Grigorova;Alpine Skiing;Slalom, Women;51;Ч
2018;Roman Yeryomin;Biathlon;10 kilometres Sprint, Men;43;Ч
2018;Vladislav Vitenko;Biathlon;10 kilometres Sprint, Men;79;Ч
2018;Vasily Podkorytov;Biathlon;10 kilometres Sprint, Men;80;Ч
2018;Maksim Braun;Biathlon;10 kilometres Sprint, Men;85;Ч
2018;Roman Yeryomin;Biathlon;12.5 kilometres Pursuit, Men;52;Ч
2018;Maksim Braun;Biathlon;20 kilometres, Men;61;Ч
2018;Vasily Podkorytov;Biathlon;20 kilometres, Men;62;Ч
2018;Timur Khamitgatin;Biathlon;20 kilometres, Men;72;Ч
2018;Vladislav Vitenko;Biathlon;20 kilometres, Men;83;Ч
2018;Maksim Braun;Biathlon;4 ? 7.5 kilometres Relay, Men;Ч;Ч
2018;Vasily Podkorytov;Biathlon;4 ? 7.5 kilometres Relay, Men;Ч;Ч
2018;Vladislav Vitenko;Biathlon;4 ? 7.5 kilometres Relay, Men;Ч;Ч
2018;Roman Yeryomin;Biathlon;4 ? 7.5 kilometres Relay, Men;Ч;Ч
2018;Galina Vishnevskaya;Biathlon;7.5 kilometres Sprint, Women;30;Ч
2018;Darya Klimina;Biathlon;7.5 kilometres Sprint, Women;58;Ч
2018;Olga Poltoranina;Biathlon;7.5 kilometres Sprint, Women;63;Ч
2018;Alina Raykova;Biathlon;7.5 kilometres Sprint, Women;71;Ч
2018;Galina Vishnevskaya;Biathlon;10 kilometres Pursuit, Women;20;Ч
2018;Darya Klimina;Biathlon;10 kilometres Pursuit, Women;57;Ч
2018;Galina Vishnevskaya;Biathlon;15 kilometres, Women;45;Ч
2018;Olga Poltoranina;Biathlon;15 kilometres, Women;46;Ч
2018;Alina Raykova;Biathlon;15 kilometres, Women;47;Ч
2018;Darya Klimina;Biathlon;15 kilometres, Women;51;Ч
2018; омандное соревнование;Biathlon;4 ? 6 kilometres Relay, Women;14;Ч
2018;Galina Vishnevskaya;Biathlon;4 ? 6 kilometres Relay, Women;Ч;Ч
2018;Darya Klimina;Biathlon;4 ? 6 kilometres Relay, Women;Ч;Ч
2018;Alina Raykova;Biathlon;4 ? 6 kilometres Relay, Women;Ч;Ч
2018;Olga Poltoranina;Biathlon;4 ? 6 kilometres Relay, Women;Ч;Ч
2018; омандное соревнование;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;18;Ч
2018;Galina Vishnevskaya;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;Ч;Ч
2018;Alina Raykova;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;Ч;Ч
2018;Roman Yeryomin;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;Ч;Ч
2018;Maksim Braun;Biathlon;2 ? 6 kilometres and 2 ? 7.5 kilometres Relay, Mixed;Ч;Ч
2018;Denis Volotka;Cross Country Skiing;Sprint, Men;49;Ч
2018;Aleksey Poltoranin;Cross Country Skiing;Sprint, Men;DQ;Ч
2018;Vitaly Pukhkalo;Cross Country Skiing;15 kilometres, Men;51;Ч
2018;Yevgeny Velichko;Cross Country Skiing;15 kilometres, Men;57;Ч
2018;Denis Volotka;Cross Country Skiing;15 kilometres, Men;60;Ч
2018;Denis Volotka;Cross Country Skiing;50 kilometres, Men;DNS;Ч
2018;Yevgeny Velichko;Cross Country Skiing;50 kilometres, Men;35;Ч
2018;Vitaly Pukhkalo;Cross Country Skiing;50 kilometres, Men;48;Ч
2018;Aleksey Poltoranin;Cross Country Skiing;50 kilometres, Men;DQ;Ч
2018;Vitaly Pukhkalo;Cross Country Skiing;30 kilometres Skiathlon, Men;32;Ч
2018;Yevgeny Velichko;Cross Country Skiing;30 kilometres Skiathlon, Men;41;Ч
2018;Aleksey Poltoranin;Cross Country Skiing;4 ? 10 kilometres Relay, Men;Ч;Ч
2018;Yevgeny Velichko;Cross Country Skiing;4 ? 10 kilometres Relay, Men;Ч;Ч
2018;Vitaly Pukhkalo;Cross Country Skiing;4 ? 10 kilometres Relay, Men;Ч;Ч
2018;Denis Volotka;Cross Country Skiing;4 ? 10 kilometres Relay, Men;Ч;Ч
2018;Denis Volotka;Cross Country Skiing;Team Sprint, Men;Ч;Ч
2018;Aleksey Poltoranin;Cross Country Skiing;Team Sprint, Men;Ч;Ч
2018;Anna Shevchenko;Cross Country Skiing;Sprint, Women;29;Ч
2018;Yelena Kolomina;Cross Country Skiing;Sprint, Women;55;Ч
2018;Valeriya Tyuleneva;Cross Country Skiing;Sprint, Women;60;Ч
2018;Valeriya Tyuleneva;Cross Country Skiing;10 kilometres, Women;47;Ч
2018;Anna Shevchenko;Cross Country Skiing;10 kilometres, Women;56;Ч
2018;Yelena Kolomina;Cross Country Skiing;10 kilometres, Women;63;Ч
2018;Anna Shevchenko;Cross Country Skiing;30 kilometres, Women;31;Ч
2018;Valeriya Tyuleneva;Cross Country Skiing;30 kilometres, Women;32;Ч
2018;Yelena Kolomina;Cross Country Skiing;30 kilometres, Women;33;Ч
2018;Anna Shevchenko;Cross Country Skiing;15 kilometres Skiathlon, Women;36;Ч
2018;Yelena Kolomina;Cross Country Skiing;15 kilometres Skiathlon, Women;54;Ч
2018;Valeriya Tyuleneva;Cross Country Skiing;15 kilometres Skiathlon, Women;DNF;Ч
2018; омандное соревнование;Cross Country Skiing;Team Sprint, Women;20;Ч
2018;Anna Shevchenko;Cross Country Skiing;Team Sprint, Women;Ч;Ч
2018;Valeriya Tyuleneva;Cross Country Skiing;Team Sprint, Women;Ч;Ч
2018;Denis Ten;Figure Skating;Singles, Men;27 r1/2;Ч
2018;Elizabet Tursynbaeva;Figure Skating;Singles, Women;12;Ч
2018;Ayza Mambekova;Figure Skating;Singles, Women;30 r1/2;Ч
2018;Pasha Kolmakov;Freestyle Skiing;Moguls, Men;7;Ч
2018;Dmitry Reykherd;Freestyle Skiing;Moguls, Men;8;Ч
