√од;јтлет(ы);¬ид спорта;ƒисциплина;ћесто;ћедаль
2018;Ildar Badrutdinov;Freestyle Skiing;Aerials, Men;21;Ч
2018;Yuliya Galysheva;Freestyle Skiing;Moguls, Women;3;Ѕронза
2018;Ayaulym Amrenova;Freestyle Skiing;Moguls, Women;27;Ч
2018;Zhanbota Aldabergenova;Freestyle Skiing;Aerials, Women;13;Ч
2018;Marzhan Akzhigit;Freestyle Skiing;Aerials, Women;18;Ч
2018;Akmarzhan Kalmurzayeva;Freestyle Skiing;Aerials, Women;22;Ч
2018;Ayana Zholdas;Freestyle Skiing;Aerials, Women;24;Ч
2018;Nikita Kopyrenko;Luge;Singles, Men;36;Ч
2018;Abzal Azhgaliyev;Short Track Speed Skating;500 metres, Men;9;Ч
2018;Denis Nikisha;Short Track Speed Skating;500 metres, Men;13;Ч
2018;Nurbergen Zhumagaziyev;Short Track Speed Skating;500 metres, Men;18;Ч
2018;Nurbergen Zhumagaziyev;Short Track Speed Skating;1,000 metres, Men;25;Ч
2018;Denis Nikisha;Short Track Speed Skating;1,500 metres, Men;24;Ч
2018;Nurbergen Zhumagaziyev;Short Track Speed Skating;1,500 metres, Men;DNF;Ч
2018; омандное соревнование;Short Track Speed Skating;5,000 metres Relay, Men;6;Ч
2018;Denis Nikisha;Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2018;Nurbergen Zhumagaziyev;Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2018;Abzal Azhgaliyev;Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2018;Yerkebulan Shamukhanov;Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2018;Mersaid Zhaxybayev (DNS);Short Track Speed Skating;5,000 metres Relay, Men;Ч;Ч
2018;Anastassiya Krestova;Short Track Speed Skating;500 metres, Women;26;Ч
2018;Iong A Kim;Short Track Speed Skating;1,000 metres, Women;19;Ч
2018;Anastassiya Krestova;Short Track Speed Skating;1,000 metres, Women;21;Ч
2018;Iong A Kim;Short Track Speed Skating;1,500 metres, Women;22;Ч
2018;Anastassiya Krestova;Short Track Speed Skating;1,500 metres, Women;DQ;Ч
2018;Sergey Tkachenko;Ski Jumping;Normal Hill, Individual, Men;51;Ч
2018;Sergey Tkachenko;Ski Jumping;Large Hill, Individual, Men;49;Ч
2018;Stanislav Palkin;Speed Skating;500 metres, Men;24;Ч
2018;Artyom Krikunov;Speed Skating;500 metres, Men;25;Ч
2018;Roman Krech;Speed Skating;500 metres, Men;35;Ч
2018;Denis Kuzin;Speed Skating;1,000 metres, Men;27;Ч
2018;Stanislav Palkin;Speed Skating;1,000 metres, Men;29;Ч
2018;Fyodor Mezentsev;Speed Skating;1,000 metres, Men;33;Ч
2018;Fyodor Mezentsev;Speed Skating;1,500 metres, Men;28;Ч
2018;Denis Kuzin;Speed Skating;1,500 metres, Men;30;Ч
2018;Fyodor Mezentsev;Speed Skating;Mass Start, Men;11 h1 r1/2;Ч
2018;Yekaterina Aydova;Speed Skating;500 metres, Women;21;Ч
2018;Yekaterina Aydova;Speed Skating;1,000 metres, Women;24;Ч
2018;Yekaterina Aydova;Speed Skating;1,500 metres, Women;18;Ч
2020;Ilfat Abdullin;Archery;Individual, Men;=9;Ч
2020;Denis Gankin;Archery;Individual, Men;=17;Ч
2020;Sanzhar Musayev;Archery;Individual, Men;=33;Ч
2020;Ilfat Abdullin;Archery;Team, Men;Ч;Ч
2020;Denis Gankin;Archery;Team, Men;Ч;Ч
2020;Sanzhar Musayev;Archery;Team, Men;Ч;Ч
2020;Milad Karimi;Artistic Gymnastics;Individual All-Around, Men;14;Ч
2020;Milad Karimi;Artistic Gymnastics;Floor Exercise, Men;5;Ч
2020;Milad Karimi;Artistic Gymnastics;Horse Vault, Men;17 r1/2;Ч
2020;Milad Karimi;Artistic Gymnastics;Parallel Bars, Men;57 r1/2;Ч
2020;Milad Karimi;Artistic Gymnastics;Horizontal Bar, Men;8;Ч
2020;Milad Karimi;Artistic Gymnastics;Rings, Men;49 r1/2;Ч
2020;Milad Karimi;Artistic Gymnastics;Pommelled Horse, Men;68 r1/2;Ч
2020; омандное соревнование;Artistic Swimming;Duet, Women;16;Ч
2020;Yekaterina Nemich;Artistic Swimming;Duet, Women;Ч;Ч
2020;Aleksandra Nemich;Artistic Swimming;Duet, Women;Ч;Ч
2020;Mikhail Litvin;Athletics;400 metres, Men;7 h5 r1/3;Ч
2020;Georgy Sheyko;Athletics;20 kilometres Race Walk, Men;39;Ч
2020;Olga Safronova;Athletics;200 metres, Women;6 h1 r1/3;Ч
2020;Zhanna Mamazhanova;Athletics;Marathon, Women;46;Ч
2020;Ayman Ratova;Athletics;20 kilometres Race Walk, Women;42;Ч
2020;Nadezhda Dubovitskaya;Athletics;High Jump, Women;28 r1/2;Ч
2020;Kristina Ovchinnikova;Athletics;High Jump, Women;29 r1/2;Ч
2020;Olga Rypakova;Athletics;Triple Jump, Women;24 r1/2;Ч
2020;Mariya Ovchinnikova;Athletics;Triple Jump, Women;26 r1/2;Ч
2020;Irina Ektova;Athletics;Triple Jump, Women;31 r1/2;Ч
2020;Saken Bibosinov;Boxing;Flyweight, Men;=3;Ѕронза
2020;Serik Temirzhanov;Boxing;Featherweight, Men;=9;Ч
2020;Zakir Safiullin;Boxing;Lightweight, Men;=5;Ч
2020;Ablaykhan Zhusupov;Boxing;Welterweight, Men;=9;Ч
2020;Abilkhan Amankul;Boxing;Middleweight, Men;=5;Ч
2020;Bekzad Nurdauletov;Boxing;Light-Heavyweight, Men;=9;Ч
2020;Vasily Levit;Boxing;Heavyweight, Men;=9;Ч
2020;Kamshybek Kunkabayev;Boxing;Super-Heavyweight, Men;=3;Ѕронза
2020;Nadezhda Ryabets;Boxing;Middleweight, Women;=9;Ч
2020;Aleksandr Kulikov;Canoe Slalom;Canadian Singles, Slalom, Men;12;Ч
2020;Yekaterina Smirnova;Canoe Slalom;Kayak Singles, Slalom, Women;25;Ч
2020;Sergey Yemelyanov;Canoe Sprint;Canadian Singles, 1,000 metres, Men;24;Ч
2020; омандное соревнование;Canoe Sprint;Canadian Doubles, 1,000 metres, Men;12;Ч
2020;Sergey Yemelyanov;Canoe Sprint;Canadian Doubles, 1,000 metres, Men;Ч;Ч
2020;Timofey Yemelyanov;Canoe Sprint;Canadian Doubles, 1,000 metres, Men;Ч;Ч
2020;Nataliya Sergeyeva;Canoe Sprint;Kayak Singles, 200 metres, Women;30;Ч
2020;Nataliya Sergeyeva;Canoe Sprint;Kayak Singles, 500 metres, Women;36;Ч
2020;Margarita Torlopova;Canoe Sprint;Canadian Singles, 200 metres, Women;29;Ч
2020; омандное соревнование;Canoe Sprint;Canadian Doubles, 500 metres, Women;12;Ч
2020;Svetlana Usova;Canoe Sprint;Canadian Doubles, 500 metres, Women;Ч;Ч
2020;Margarita Torlopova;Canoe Sprint;Canadian Doubles, 500 metres, Women;Ч;Ч
2020;Aleksey Lutsenko;Cycling Road;Road Race, Individual, Men;21;Ч
2020;Vadim Pronsky;Cycling Road;Road Race, Individual, Men;DNF;Ч
2020;Dmitry Gruzdev;Cycling Road;Road Race, Individual, Men;DNF;Ч
2020;Aleksey Lutsenko;Cycling Road;Individual Time Trial, Men;32;Ч
2020;Sergey Ponomaryov;Cycling Track;Sprint, Men;29;Ч
2020;Sergey Ponomaryov;Cycling Track;Keirin, Men;=19;Ч
2020;Artyom Zakharov;Cycling Track;Omnium, Men;14;Ч
2020;Ruslan Kurbanov;Fencing;?p?e, Individual, Men;12;Ч
2020;Yeldos Smetov;Judo;Extra-Lightweight, Men;=3;Ѕронза
2020;Yerlan Serikzhanov;Judo;Half-Lightweight, Men;=9;Ч
2020;Zhansay Smagulov;Judo;Lightweight, Men;=9;Ч
2020;Didar Khamza;Judo;Half-Middleweight, Men;=17;Ч
2020;Islam Bozbayev;Judo;Middleweight, Men;=17;Ч
2020;Otgontsetseg Galbadrakhyn;Judo;Extra-Lightweight, Women;=17;Ч
2020;Darkhan Asadilov;Karate;Kumite, ?67 kg, Men;=3;Ѕронза
2020;Nurkanat Azhikanov;Karate;Kumite, ?75 kg, Men;=7;Ч
2020;Daniyar Yuldashev;Karate;Kumite, >75 kg, Men;=7;Ч
2020;Moldir Zhangbyrbay;Karate;Kumite, ?55 kg, Women;=7;Ч
2020;Sofya Berultseva;Karate;Kumite, >61 kg, Women;=3;Ѕронза
2020;Vitaly Khudyakov;Marathon Swimming;10 kilometres Open Water, Men;21;Ч
2020;Pavel Ilyashenko;Modern Pentathlon;Individual, Men;29;Ч
2020;Yelena Potapenko;Modern Pentathlon;Individual, Women;13;Ч
2020;Alina Adilkhanova;Rhythmic Gymnastics;Individual, Women;21;Ч
2020;Vladislav Yakovlev;Rowing;Single Sculls, Men;19;Ч
2020;Yury Yurkov;Shooting;Air Rifle, 10 metres, Men;36;Ч
2020;Yury Yurkov;Shooting;Small-Bore Rifle, Three Positions, 50 metres, Men;14;Ч
2020;Zoya Kravchenko;Shooting;Skeet, Women;22;Ч
2020;Asem Orynbay;Shooting;Skeet, Women;26;Ч
2020;Rishat Khaybullin;Sport Climbing;Combined, Men;11;Ч
2020;Dmitry Balandin;Swimming;100 metres Breaststroke, Men;17;Ч
2020;Dmitry Balandin;Swimming;200 metres Breaststroke, Men;11;Ч
2020;Diana Nazarova;Swimming;100 metres Backstroke, Women;40;Ч
2020;Kirill Gerasimenko;Table Tennis;Singles, Men;=17;Ч
2020;Anastasiya Lavrova;Table Tennis;Singles, Women;=49;Ч
2020;Ruslan Zhaparov;Taekwondo;Heavyweight, Men;=9;Ч
2020;Cansel Deniz;Taekwondo;Heavyweight, Women;=9;Ч
2020;Mikhail Kukushkin;Tennis;Singles, Men;=17;Ч
2020;Aleksandr Bublik;Tennis;Singles, Men;=33;Ч
2020;Aleksandr Bublik;Tennis;Doubles, Men;Ч;Ч
2020;Andrey Golubev;Tennis;Doubles, Men;Ч;Ч
2020;Yelena Rybakina;Tennis;Singles, Women;4;Ч
2020;Zarina Diyas;Tennis;Singles, Women;=33;Ч
2020;Yuliya Putintseva;Tennis;Singles, Women;=33;Ч
2020;Yaroslava Shvedova;Tennis;Singles, Women;=33;Ч
2020;Yaroslava Shvedova;Tennis;Doubles, Mixed;Ч;Ч
2020;Andrey Golubev;Tennis;Doubles, Mixed;Ч;Ч
2020; омандное соревнование;Water Polo;Water Polo, Men;11;Ч
2020;Madikhan Makhmetov;Water Polo;Water Polo, Men;Ч;Ч
2020;Yevgeny Medvedev;Water Polo;Water Polo, Men;Ч;Ч
2020;Miras Aubakirov;Water Polo;Water Polo, Men;Ч;Ч
2020;Du?an Markovi?;Water Polo;Water Polo, Men;Ч;Ч
2020;Aleksey Shmider;Water Polo;Water Polo, Men;Ч;Ч
2020;Danil Artyukh;Water Polo;Water Polo, Men;Ч;Ч
2020;Murat Shakenov;Water Polo;Water Polo, Men;Ч;Ч
2020;Sr?an Vuksanovi?;Water Polo;Water Polo, Men;Ч;Ч
2020;Rustam Ukumanov;Water Polo;Water Polo, Men;Ч;Ч
2020;Mikhail Ruday;Water Polo;Water Polo, Men;Ч;Ч
2020;Altay Altayev;Water Polo;Water Polo, Men;Ч;Ч
2020;Stanislav Shvedov;Water Polo;Water Polo, Men;Ч;Ч
2020;Pavel Lipilin;Water Polo;Water Polo, Men;Ч;Ч
2020;Igor Son;Weightlifting;Featherweight, Men;3;Ѕронза
2020;Zulfiya Chinshanlo;Weightlifting;Featherweight, Women;3;Ѕронза
2020;Mirambek Aynagulov;Wrestling;Featherweight, Greco-Roman, Men;16;Ч
2020;Demeu Zhadrayev;Wrestling;Middleweight, Greco-Roman, Men;9;Ч
2020;Nursultan Tursynov;Wrestling;Light-Heavyweight, Greco-Roman, Men;14;Ч
2020;Nurislam Sanayev;Wrestling;Featherweight, Freestyle, Men;=3;Ѕронза
2020;Daulet Niyazbekov;Wrestling;Welterweight, Freestyle, Men;=5;Ч
2020;Daniyar Kaysanov;Wrestling;Middleweight, Freestyle, Men;=5;Ч
2020;Alisher Yergali;Wrestling;Heavyweight, Freestyle, Men;7;Ч
2020;Yusup Batyrmurzayev;Wrestling;Super-Heavyweight, Freestyle, Men;12;Ч
2020;Valentina Islamova;Wrestling;Flyweight, Freestyle, Women;11;Ч
2020;Tatyana Akhmetova;Wrestling;Featherweight, Freestyle, Women;12;Ч
2020;Elmira Syzdykova;Wrestling;Heavyweight, Freestyle, Women;13;Ч
2022;Zakhar Kuchin;Alpine Skiing;Giant Slalom, Men;DNF;Ч
2022;Zakhar Kuchin;Alpine Skiing;Slalom, Men;36;Ч
2022;Alexandra Troitskaya;Alpine Skiing;Slalom, Women;DNF;Ч
2022;Aleksandr Mukhin;Biathlon;10 kilometres Sprint, Men;49;Ч
2022;Vladislav Kireyev;Biathlon;10 kilometres Sprint, Men;77;Ч
2022;Aleksandr Mukhin;Biathlon;12.5 kilometres Pursuit, Men;57;Ч
2022;Vladislav Kireyev;Biathlon;20 kilometres, Men;25;Ч
2022;Aleksandr Mukhin;Biathlon;20 kilometres, Men;52;Ч
2022;Galina Vishnevskaya-Sheporenko;Biathlon;7.5 kilometres Sprint, Women;52;Ч
2022;Galina Vishnevskaya-Sheporenko;Biathlon;10 kilometres Pursuit, Women;52;Ч
2022;Galina Vishnevskaya-Sheporenko;Biathlon;15 kilometres, Women;44;Ч
2022;Yevgeny Velichko;Cross Country Skiing;Sprint, Men;62;Ч
2022;Vitaly Pukhkalo;Cross Country Skiing;Sprint, Men;66;Ч
2022;Vitaly Pukhkalo;Cross Country Skiing;15 kilometres, Men;25;Ч
2022;Yevgeny Velichko;Cross Country Skiing;15 kilometres, Men;40;Ч
2022;Yevgeny Velichko;Cross Country Skiing;50 kilometres, Men;43;Ч
2022;Vitaly Pukhkalo;Cross Country Skiing;30 kilometres Skiathlon, Men;32;Ч
2022;Yevgeny Velichko;Cross Country Skiing;30 kilometres Skiathlon, Men;55;Ч
2022;Nadezhda Stepashkina;Cross Country Skiing;Sprint, Women;51;Ч
2022;Angelina Shuryga;Cross Country Skiing;Sprint, Women;60;Ч
2022;Kseniya Shalygina;Cross Country Skiing;Sprint, Women;67;Ч
2022;Irina Bykova;Cross Country Skiing;Sprint, Women;68;Ч
2022;Angelina Shuryga;Cross Country Skiing;10 kilometres, Women;52;Ч
2022;Kseniya Shalygina;Cross Country Skiing;10 kilometres, Women;53;Ч
2022;Nadezhda Stepashkina;Cross Country Skiing;10 kilometres, Women;57;Ч
2022;Valeriya Tyuleneva;Cross Country Skiing;10 kilometres, Women;59;Ч
2022;Angelina Shuryga;Cross Country Skiing;30 kilometres, Women;42;Ч
2022;Nadezhda Stepashkina;Cross Country Skiing;30 kilometres, Women;49;Ч
2022;Irina Bykova;Cross Country Skiing;30 kilometres, Women;54;Ч
2022;Kseniya Shalygina;Cross Country Skiing;15 kilometres Skiathlon, Women;48;Ч
2022;Angelina Shuryga;Cross Country Skiing;15 kilometres Skiathlon, Women;49;Ч
2022;Valeriya Tyuleneva;Cross Country Skiing;15 kilometres Skiathlon, Women;51;Ч
2022;Nadezhda Stepashkina;Cross Country Skiing;15 kilometres Skiathlon, Women;58;Ч
2022; омандное соревнование;Cross Country Skiing;4 ? 5 kilometres Relay, Women;15;Ч
2022;Kseniya Shalygina;Cross Country Skiing;4 ? 5 kilometres Relay, Women;Ч;Ч
2022;Angelina Shuryga;Cross Country Skiing;4 ? 5 kilometres Relay, Women;Ч;Ч
2022;Nadezhda Stepashkina;Cross Country Skiing;4 ? 5 kilometres Relay, Women;Ч;Ч
2022;Irina Bykova;Cross Country Skiing;4 ? 5 kilometres Relay, Women;Ч;Ч
2022; омандное соревнование;Cross Country Skiing;Team Sprint, Women;19;Ч
2022;Nadezhda Stepashkina;Cross Country Skiing;Team Sprint, Women;Ч;Ч
2022;Kseniya Shalygina;Cross Country Skiing;Team Sprint, Women;Ч;Ч
2022;Dmitry Reykherd;Freestyle Skiing;Moguls, Men;8;Ч
2022;Pasha Kolmakov;Freestyle Skiing;Moguls, Men;21;Ч
2022;Sherzod Khashyrbayev;Freestyle Skiing;Aerials, Men;19;Ч
2022;Yuliya Galysheva;Freestyle Skiing;Moguls, Women;11;Ч
2022;Anastasiya Gorodko;Freestyle Skiing;Moguls, Women;21;Ч
2022;Ayaulym Amrenova;Freestyle Skiing;Moguls, Women;22;Ч
2022;Olesya Graur;Freestyle Skiing;Moguls, Women;28;Ч
2022;Akmarzhan Kalmurzayeva;Freestyle Skiing;Aerials, Women;11;Ч
2022;Zhanbota Aldabergenova;Freestyle Skiing;Aerials, Women;13;Ч
2022;Chingiz Rakparov;Nordic Combined;Normal Hill / 10 km, Individual, Men;41;Ч
2022;Chingiz Rakparov;Nordic Combined;Large Hill / 10 km, Individual, Men;43;Ч
2022;Abzal Azhgaliyev;Short Track Speed Skating;500 metres, Men;4;Ч
2022;Denis Nikisha;Short Track Speed Skating;500 metres, Men;8;Ч
2022;Adil Galiakhmetov;Short Track Speed Skating;500 metres, Men;19;Ч
2022;Adil Galiakhmetov;Short Track Speed Skating;1,000 metres, Men;22;Ч
2022;Adil Galiakhmetov;Short Track Speed Skating;1,500 metres, Men;8;Ч
2022;Denis Nikisha;Short Track Speed Skating;1,500 metres, Men;DQ;Ч
2022;Olga Tikhonova;Short Track Speed Skating;1,000 metres, Women;24;Ч
2022;Olga Tikhonova;Short Track Speed Skating;1,500 metres, Women;DQ;Ч
2022; омандное соревнование;Short Track Speed Skating;2,000 metres Relay, Mixed;5;Ч
2022;Yana Khan;Short Track Speed Skating;2,000 metres Relay, Mixed;Ч;Ч
2022;Olga Tikhonova;Short Track Speed Skating;2,000 metres Relay, Mixed;Ч;Ч
2022;Adil Galiakhmetov;Short Track Speed Skating;2,000 metres Relay, Mixed;Ч;Ч
2022;Denis Nikisha;Short Track Speed Skating;2,000 metres Relay, Mixed;Ч;Ч
2022;Abzal Azhgaliyev;Short Track Speed Skating;2,000 metres Relay, Mixed;Ч;Ч
2022;Sergey Tkachenko;Ski Jumping;Normal Hill, Individual, Men;=41;Ч
2022;Danil Vassilyev;Ski Jumping;Normal Hill, Individual, Men;46;Ч
2022;Danil Vassilyev;Ski Jumping;Large Hill, Individual, Men;51;Ч
2022;Sergey Tkachenko;Ski Jumping;Large Hill, Individual, Men;54;Ч
2022;Ivan Arzhanikov;Speed Skating;500 metres, Men;28;Ч
2022;Dmitry Morozov;Speed Skating;1,000 metres, Men;17;Ч
2022;Denis Kuzin;Speed Skating;1,000 metres, Men;23;Ч
2022;Dmitry Morozov;Speed Skating;1,500 metres, Men;18;Ч
2022;Dmitry Morozov;Speed Skating;Mass Start, Men;19;Ч
2022;Yekaterina Aydova;Speed Skating;500 metres, Women;20;Ч
2022;Nadezhda Morozova;Speed Skating;1,000 metres, Women;11;Ч
2022;Yekaterina Aydova;Speed Skating;1,000 metres, Women;19;Ч
2022;Nadezhda Morozova;Speed Skating;1,500 metres, Women;14;Ч
2022;Yekaterina Aydova;Speed Skating;1,500 metres, Women;18;Ч
2022;Nadezhda Morozova;Speed Skating;3,000 metres, Women;13;Ч
2022;Nadezhda Morozova;Speed Skating;Mass Start, Women;14;Ч
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
